ahri|アーリ|aurora|オーロラ|Aurora|得意|チャームでオーロラのWの透明化を先読みして捕まえやすく、ウルトの機動力でオーロラのウルトエリアから即脱出できる。Qポークでレーン主導権を握りやすい
akshan|アクシャン|twisted-fate|ツイステッド・フェイト|Twisted Fate|苦手|ゴールドカードでスウィングを中断され、ウルトでアクシャンのロームを完全に追跡・カウンターされる。Lv2のオールインも耐えられやすい。TFのウルト中はサイドに寄らず、プッシュ優先で対応する
akshan|アクシャン|leblanc|ルブラン|LeBlanc|苦手|バースト＋ブリンクでアクシャンの射程内に入る前に一方的にダメージを出される。Wの分身でウルトの照準も外れやすい。序盤はCSに専念し、Lv6以降のロームで差をつける
akshan|アクシャン|diana|ダイアナ|Diana|苦手|シールド＋バーストの組み合わせで短いトレードに負け、Lv6以降のオールイン性能でも圧倒される。距離を保ちつつジャングラーとの連携でキルを狙う
anivia|アニビア|ekko|エコー|Ekko|得意|Eのブリンクに対してQスタンを合わせやすく、W壁でエコーのウルトによる帰還先を限定できる。R→Eのバーストでエコーのパッシブ発動前に大ダメージを与えられる
anivia|アニビア|galio|ガリオ|Galio|得意|ガリオのW溜め中にR→Eでダメージを出し続けられ、壁で突進を遮断できる。ガリオの近距離戦を拒否しながらポークで削れる
anivia|アニビア|ryze|ライズ|Ryze|得意|ライズの短い射程ではアニビアのRゾーンを避けきれず、Wで逃げ道を塞げばR→Eの確定ダメージが入り続ける。スケーリング勝負でもアニビアが有利
anivia|アニビア|sion|サイオン|Sion|得意|機動力が低いシオンはR＋Wのゾーン制圧から逃れられず、QスタンでシオンのQチャージを中断できる。レーン戦・集団戦ともにコントロールしやすい
anivia|アニビア|ziggs|ジグス|Ziggs|苦手|超長射程のポークでアニビアの射程外から一方的に削られ、ウェーブクリア力も互角以上。サッシュやゾーニャを積む余裕も奪われる。Qスタンを確実に当ててオールインに持ち込む
anivia|アニビア|velkoz|ヴェル＝コズ|Vel'Koz|苦手|長射程のスキルコンボでアニビアのR範囲外からダメージを出され、ウルトのTrue Damageでタンク寄りビルドも貫通される。壁で分断してもスキル射程が長いため効果が薄い。ジャングラーの協力でキルを狙う
anivia|アニビア|leblanc|ルブラン|LeBlanc|苦手|ブリンクの機動力でQスタンを簡単に避けられ、Wでのダメージ交換後にリターンで離脱される。壁も飛び越えられる。ルブランのW使用後のCD（18〜14秒）を狙って反撃する
annie|アニー|yone|ヨネ|Yone|得意|Eのソウルアンバウンドで飛び込んでくるヨネにスタンティバーズを合わせれば確殺。ポイント&クリックのCCがダッシュ主体のヨネにとって天敵
annie|アニー|azir|アジール|Azir|得意|アジールの序盤の弱さをスタンQで突き、Lv6のティバーズオールインで砂兵のDPSが完成する前にキルを取れる。射程差もアニーのフラッシュティバーズで覆せる
annie|アニー|velkoz|ヴェル＝コズ|Vel'Koz|苦手|長射程のポークでアニーの射程外から一方的に削られる。フラッシュ＋ティバーズを狙っても距離が足りないことが多い。ブッシュに隠れてスタン圏を見せず、フラッシュインの距離を詰める
annie|アニー|swain|スウェイン|Swain|苦手|耐久力が高くティバーズコンボで落としきれず、Eの引き寄せで先にCCを当てられる。ウルト中の回復でオールインも不利。短いトレードでQポーク＋スタン圧をかけ、スウェインのHPを削ってからオールインする
annie|アニー|talon|タロン|Talon|苦手|Lv2からのオールイン性能が高く、壁越えの機動力でアニーの射程から逃げやすい。ロームも速い。序盤はQでCSを取りながらスタックを溜め、タロンが飛び込んできた瞬間にスタンで反撃する
annie|アニー|diana|ダイアナ|Diana|苦手|シールドでバーストを軽減され、Lv6のオールインではダメージ交換で負けやすい。MR＋HP寄りのビルドが刺さる。ティバーズを温存してダイアナのウルト着地にスタンを合わせる
aurelion-sol|オレリオン・ソル|azir|アジール|Azir|得意|砂兵のDPSが完成する前にQのスタックでダメージ差をつけられ、Eで砂兵の配置圏外に押し出せる。中盤以降のスケーリング勝負でもオレリオン・ソルが上回る
aurelion-sol|オレリオン・ソル|lux|ラックス|Lux|得意|ラックスのQスネアをEで押し戻して回避でき、Qの範囲ダメージでラックスの射程外から安全にファームできる。スタックが溜まればバースト耐性の低いラックスをウルトで処刑できる
aurelion-sol|オレリオン・ソル|naafiri|ナフィーリ|Naafiri|苦手|高いオールイン性能でスタックが貯まる前のオレリオン・ソルを何度もキルできる。犬のダッシュでEの範囲外に逃げにくい。序盤はQでファームに徹し、Lv6以降はウルトで距離を取りながら戦う
aurelion-sol|オレリオン・ソル|yone|ヨネ|Yone|苦手|Eのソウルアンバウンドで強制的に近距離戦を仕掛けられ、Qスタック＋ウルトで逃げ場がない。スケーリングでも負ける。Eの発動を見たら即Eで押し戻し、本体に戻る前にダメージを出す
aurelion-sol|オレリオン・ソル|ziggs|ジグス|Ziggs|苦手|超長射程のポークでQのスタック稼ぎを妨害され、ウェーブクリア競争でも互角以上。タワーへの圧力も高い。Wでローム速度を活かし、サイドレーンへの影響力で差をつける
aurora|オーロラ|azir|アジール|Azir|得意|砂兵のDPSゾーンからWの透明化で即離脱でき、Eのバックステップでシャッフルも回避できる。ウルトで砂兵の配置範囲を制限し、アジールの火力を封じる
aurora|オーロラ|galio|ガリオ|Galio|得意|ガリオの接近をEで拒否しつつQの2段ヒットで削れる。Wの透明化でガリオのW溜めを空振りさせ、ウルトでガリオのタックル距離を制限できる
aurora|オーロラ|ryze|ライズ|Ryze|得意|ライズの短い射程に対してQポークが一方的に通り、Wの透明化でライズのEW拡散コンボを回避できる。ウルトでライズの移動を制限し、キルに繋げやすい
aurora|オーロラ|ziggs|ジグス|Ziggs|苦手|超長射程のポークでオーロラの射程外から削られ、Wの透明化で逃げてもAoEで当たる。タワーシージでも押し負ける。Qの2段ヒットを確実に当ててウェーブを素早く処理し、ロームで差をつける
aurora|オーロラ|swain|スウェイン|Swain|苦手|耐久力が高くバーストで落としきれず、EのルートでWの透明化前に捕まる。ウルト中はオーロラのウルト内でも耐えられる。短いトレードでスウェインを削り、ウルトのCD中にオールインする
aurora|オーロラ|diana|ダイアナ|Diana|苦手|シールドでバーストを軽減し、Lv6のオールインで一方的にキルされる。近距離に持ち込まれると透明化しても追いつかれる。Eのバックステップでダイアナのダッシュに距離を取り、味方ジャングラーとの連携でキルを狙う
azir|アジール|yasuo|ヤスオ|Yasuo|得意|砂兵のAAは風の壁で防げないため、ヤスオの主要な防御手段が機能しない。ウルトでヤスオのダッシュコンボを押し戻し、一方的にDPSを出し続けられる
azir|アジール|galio|ガリオ|Galio|得意|砂兵の配置で近距離メイジのガリオの射程外から安全にダメージを出せる。ガリオのタックルをウルトで押し戻せば、エンゲージを完封しつつDPSで削り勝てる
azir|アジール|ziggs|ジグス|Ziggs|苦手|超長射程のポークで砂兵の配置範囲外から一方的に削られる。ウェーブクリア力も高く、アジールのスケーリングを待つ余裕を与えない。Wで砂兵を置いてCSを確保しつつ、ジャングラーの協力でキルを狙う
azir|アジール|cassiopeia|カシオペア|Cassiopeia|苦手|毒＋Eの連射DPSが砂兵のDPSを上回り、ウルトの石化でシャッフルも封じられる。レーンフェーズ全体で不利。カシオペアのウルトを背を向けて回避し、砂兵で安全な距離からポークする
azir|アジール|xerath|ゼラス|Xerath|苦手|射程がアジールより長く、Q＋Wのポークで砂兵を配置する前にHPを削られる。ウルトの遠距離砲撃も脅威。序盤にWで押し込み、ゼラスのマナが切れるタイミングで仕掛ける
azir|アジール|velkoz|ヴェル＝コズ|Vel'Koz|苦手|長射程スキルで砂兵の範囲外からダメージを出され、ウルトのTrue Damageで後半も有利を取れない。Eの分砂嶺で押し戻してもスキル射程で追撃される。ジャングラーと連携してヴェル＝コズの位置を崩す
cassiopeia|カシオペア|ryze|ライズ|Ryze|得意|ライズの短い射程ではカシオペアのQ→E連射のDPS勝負に持ち込まれると打ち負ける。Wのグラウンドでライズのフラックスムーブも封じられる
cassiopeia|カシオペア|talon|タロン|Talon|得意|タロンが壁越えでローム中にウェーブを押し込んでプレート差をつけられる。Wのグラウンドでタロンのブリンクを封じれば、近距離のDPS勝負で圧倒できる
cassiopeia|カシオペア|sylas|サイラス|Sylas|得意|サイラスがカシオペアのRを奪っても、カシオペア自身はRを背を向けて軽減できる。E連射のDPSがサイラスの回復を上回り、延長トレードで勝てる
cassiopeia|カシオペア|azir|アジール|Azir|得意|アジールの兵士を超えてQ→Eで直接本体を削れる。射程が似ているが継続DPSでカシオペアが上回り、Wでアジールのダッシュも封じられる
cassiopeia|カシオペア|xerath|ゼラス|Xerath|苦手|射程でカシオペアを大幅に上回り、Eの射程内に入らずにポークし続けられる。ブーツなしの低移動速度では回避も難しい。Qを確実に当ててから一気に詰めるか、JGのガンクを呼ぶ
cassiopeia|カシオペア|qiyana|キヤナ|Qiyana|苦手|高い機動力とバーストでカシオペアの弱点を突かれる。Wのグラウンド効果を使う前にワンコンボで落とされる危険がある。Rのスタンを合わせてバーストを返す
cassiopeia|カシオペア|zoe|ゾーイ|Zoe|苦手|長射程のQバブル＋スリープでカシオペアの低機動力を突かれる。スリープ中にフルコンボを受けると即死。Wのグラウンドでゾーイのブリンクを封じてから反撃する
corki|コーキ|pantheon|パンテオン|Pantheon|得意|パンテオンの短いエンゲージ射程に対してWで距離を取りつつ、ロケットでポークし続けられる。パンテオンのRローム後にウェーブを押してタワーを削る
corki|コーキ|tristana|トリスターナ|Tristana|得意|トリスターナのWジャンプに対してQで迎撃し、パッケージのロームでサイドに差をつけられる。中盤のポーク合戦でロケットの射程が有利
corki|コーキ|ryze|ライズ|Ryze|得意|ライズの短い射程ではコーキのロケットポークを避けにくく、パッケージロームでサイドレーンに影響を与えてマップ差を作れる
corki|コーキ|lucian|ルシアン|Lucian|得意|ルシアンの序盤バーストをWで逃げてかわし、トリニティ完成後は混合ダメージでルシアンのAR積みを無効化できる。パッケージでサイドに飛んでルシアンの影響力外で有利を作る
corki|コーキ|ekko|エコー|Ekko|苦手|高い機動力でコーキのポークを避けつつ、Eで一気に距離を詰めてバーストで落とされる。ウルトで安全に離脱されるため倒しきれない。パッケージを活かしてサイドレーンへロームし、直接対面を避ける
corki|コーキ|akshan|アクシャン|Akshan|苦手|序盤のAA火力が高く、コーキの弱い序盤を一方的に叩かれる。Eのスウィングで追撃も逃げも自在。Wでのステルス追跡も厄介。序盤は安全にファームし、トリニティ完成後に反撃する
corki|コーキ|annie|アニー|Annie|苦手|フラッシュ＋Rのエンゲージでコーキの柔らかさを突かれ、スタン付きバーストで即死する。Wの逃げが間に合わない距離から仕掛けられる。アニーのスタンゲージ（4スタック）を常に確認し、距離を取る
corki|コーキ|brand|ブランド|Brand|苦手|レーン戦のポーク合戦で炎上パッシブの継続ダメージに負ける。集団戦でもRの跳弾ダメージが痛い。MRを早めに積み、距離を保ってロケットでポーク戦に持ち込む
fizz|フィズ|cassiopeia|カシオペア|Cassiopeia|得意|Eで毒を回避しながらバーストを叩き込める。カシオペアのウルトはフィズが背を向ければ無効化でき、近接での殴り合いではバーストが上回る
fizz|フィズ|mel|メル|Mel|得意|シールドがあってもフィズのバーストは貫通しやすく、機動力の差で逃げられない。Lv6後にウルトが命中すればほぼ確殺。序盤はEでハラスを避けつつCS精度で差をつける
fizz|フィズ|aurelion-sol|オレリオン・ソル|Aurelion Sol|得意|近距離に入られると自衛手段が乏しく、Eの無敵で星のダメージを避けながら接近できる。Lv3からQ→Eで一気に距離を詰め、ロームでも差をつける
fizz|フィズ|lissandra|リサンドラ|Lissandra|苦手|CCロックでフィズのオールインを止められ、ウルトで飛び込んでも即座に凍結される。Eで回避してもCD中にルートやスローでハラスされ続ける。ロームで差をつけるのが有効
fizz|フィズ|pantheon|パンテオン|Pantheon|苦手|序盤のバースト力がフィズ以上で、盾でダメージを軽減されながら一方的に殴られる。Lv6まで無理せずCSを拾い、サイドレーンへのロームでキルを稼ぐ
fizz|フィズ|diana|ダイアナ|Diana|苦手|シールド＋MRでバーストを耐えられ、近接戦の殴り合いでDPSが上回られる。短いトレードでEを温存し、ウルト後の逃げを確保する
fizz|フィズ|kassadin|カサディン|Kassadin|苦手|MRパッシブ＋Qのシールドでフィズのバーストが通りにくく、Lv16以降は完全にスケール負けする。Lv6〜11の間にキルを量産してゲームを終わらせにいく
galio|ガリオ|ryze|ライズ|Ryze|得意|MRシールド＋Wのダメージ軽減でライズのDPSを大幅に減衰させ、タウントで近づいてフルコンボが入る。ウェーブを押してロームし、ライズのスケールを許さない
galio|ガリオ|irelia|イレリア|Irelia|得意|タウントでパッシブスタック中のオールインを止められ、MR＋シールドでバーストを耐えきれる。Eで距離を詰めてきたらW→Eのコンボで拘束し、味方のフォローを待つ
galio|ガリオ|diana|ダイアナ|Diana|得意|パッシブのMRシールドでダイアナのバーストを大幅にカットし、近接戦でもWタウント→Qで返せる。ウルトの飛び込みにもWを合わせて無力化する
galio|ガリオ|sylas|サイラス|Sylas|得意|MR依存のパッシブがサイラスのAPダメージを軽減し、盗んだウルトもガリオほど効果的に使えない。タウントで拘束してからQのポークで削り続ける
galio|ガリオ|veigar|ベイガー|Veigar|苦手|ケージでタウント→Eのエンゲージを止められ、スケーリングで後半は手がつけられなくなる。序盤にロームで他レーンを育て、ベイガーが成長する前にゲームを動かす
galio|ガリオ|swain|スウェイン|Swain|苦手|レンジ差でハラスされ続け、タウント範囲に入る前にEで引っ張られる。レーンでの殴り合いは不利なので、ウェーブを押してロームに徹する
galio|ガリオ|anivia|アニビア|Anivia|苦手|ウェーブクリアが強すぎてプッシュできず、壁でEQコンボを阻止される。レーン戦は諦めてウルトで他レーンに影響を与えることを優先する
galio|ガリオ|velkoz|ヴェル＝コズ|Vel'Koz|苦手|タウント範囲外からの長射程ポークで一方的に削られる。QでCSを取りつつEフラッシュのオールインチャンスを待つか、ロームで差をつける
hwei|フェイ|vladimir|ブラッドミア|Vladimir|得意|長射程のQポークでブラッドミアのプール圏外から一方的にハラスでき、Wのサステインを上回るDPSを出せる。ウェーブを押し込んでロームし、ブラッドミアのスケーリングを許さない
hwei|フェイ|azir|アジール|Azir|得意|Qの射程がアジールの兵士レンジと同等以上で、ウェーブクリア速度でも勝る。EのCCでアジールのシャッフルを止められるため、集団戦でも有利に立ち回れる
hwei|フェイ|ekko|エコー|Ekko|苦手|高い機動力でフェイのスキルを避けながらバーストを出され、ウルトで離脱される。捕まえきれない。レーンではQでプッシュ優位を保ち、ロームに対してはウルトで合流する
kassadin|カサディン|akali|アカリ|Akali|得意|パッシブのMR軽減でアカリのAPダメージを大幅にカットでき、Qのマジックシールドも有効。煙幕内でもEとWで反撃でき、Lv6以降はウルトでアカリの離脱を追いかけられる
kassadin|カサディン|diana|ダイアナ|Diana|得意|パッシブでダイアナのAPバーストを軽減でき、Qのマジックシールドでコンボをしのげるためレーンが安定する。Lv6以降はウルトでダイアナのオールインを回避しつつ、スケーリングで上回る
kassadin|カサディン|yasuo|ヤスオ|Yasuo|得意|パッシブのMR軽減は効かないが、EとWの近接コンボがヤスオの風の壁を貫通する。Lv6以降はウルトでヤスオのダッシュ圏外に逃げつつ、コンボを叩き込んで離脱できる
kassadin|カサディン|pantheon|パンテオン|Pantheon|苦手|序盤の確定スタン＋イグナイトでLv3から繰り返しキルされる。タワー下まで引いてファームし、パンテオンのスケーリング落ちを待つ
katarina|カタリナ|taliyah|タリヤ|Taliyah|得意|タリヤのスキルは全て方向指定で、カタリナのEブリンクで簡単に回避できる。Eでダガーに飛んでコンボを叩き込み、タリヤのW（地面隆起）を見てからEで別のダガーに移動して回避する
katarina|カタリナ|azir|アジール|Azir|得意|アジールは序盤が弱く、カタリナのLv3コンボで一方的にダメージを入れられる。兵士の間をEですり抜けてオールインし、アジールのウルトを使わせたらCD中に再度仕掛ける
katarina|カタリナ|hwei|フェイ|Hwei|得意|フェイのスキルは全て方向指定でモーションが遅く、Eブリンクで全て避けられる。フェイの長いスキルモーション中にE→ダガー拾い→Wのコンボで一方的にダメージを入れる
katarina|カタリナ|garen|ガレン|Garen|苦手|サイレンスでウルトをキャンセルされ、Wのダメージ軽減でコンボが通らない。EでダガーをピックアップしてもガレンのQサイレンスが先に来るため、ダガーの位置取りを工夫してガレンから離れた場所で拾う
katarina|カタリナ|lissandra|リサンドラ|Lissandra|苦手|ウルトとWの確定CCでデスロータスを即キャンセルされ、集団戦でもリセットが回せない。Eで飛び込む前にリサンドラのW・ウルトのCDを確認し、使用後に仕掛ける
katarina|カタリナ|vladimir|ブラッドミア|Vladimir|苦手|Wの血の池でコンボを回避され、サステインでダメージを帳消しにされる。短いトレードが効かないため、ウェーブを押してからサイドレーンへのロームでリードを作る
katarina|カタリナ|vex|ヴェックス|Vex|苦手|パッシブの恐怖でEブリンクのたびにCCを受け、コンボが成立しない。Eの使用タイミングをヴェックスのパッシブCD後に限定し、QでのCSに徹する
katarina|カタリナ|cassiopeia|カシオペア|Cassiopeia|苦手|WのグラウンドでEブリンクが封じられ、持続ダメージの撃ち合いでも負ける。Wの範囲外からQダガーで削り、ブリンク封じが切れた瞬間にオールインする
leblanc|ルブラン|azir|アジール|Azir|得意|序盤の火力が低くW→Q→AAのバーストトレードで一方的に削れる。兵士の射程外からWで飛び込み、コンボ後にWで帰還すれば反撃を受けない
leblanc|ルブラン|cassiopeia|カシオペア|Cassiopeia|得意|ブリンクを持たないためW→RWの二段ブリンクで簡単に距離を詰められる。毒を撒かれる前にQ→Wバーストで瞬殺を狙い、長期戦は避ける
leblanc|ルブラン|ziggs|ジグス|Ziggs|得意|自衛手段がWしかなく、W→Q→AAのコンボで簡単にキルラインまで削れる。ジグスのWを吐かせた後にRWで追撃すれば逃げられない
leblanc|ルブラン|vex|ヴェックス|Vex|苦手|パッシブの恐怖がブリンクに反応するため、Wで飛び込むたびにCCを受ける。ロームで差をつけるか、Eスネアからの遠距離コンボで対処
leblanc|ルブラン|malzahar|マルザハール|Malzahar|苦手|パッシブシールドでバーストが1発無効化され、ウルトのサプレッションで動けなくなる。パッシブを先に剥がしてからコンボを入れる
leblanc|ルブラン|galio|ガリオ|Galio|苦手|MRが高くバーストが通りにくい上、W→タウントでWの帰還前に捕まる。ロームに合わせてカウンターロームされるのも痛い。対面キルは諦めてサイドレーンで差をつける
leblanc|ルブラン|lissandra|リサンドラ|Lissandra|苦手|Wで飛び込んでもW（リングオブフロスト）で即ルートされ、ウルトで反撃される。短いトレード後すぐWで帰還し、長い交戦を避ける
leblanc|ルブラン|naafiri|ナフィーリ|Naafiri|苦手|パッシブの犬がWの着地点に群がり、Wで戻っても追撃が止まらない。序盤のバースト負けに注意し、Lv6以降のローム差で勝負する
lissandra|リサンドラ|akali|アカリ|Akali|得意|Wのルートで煙幕内のアカリを捕まえられ、ウルト（自分使用）でアカリのバーストを無敵で凌げる。E→Wで飛び込むアカリを即座に止めてカウンターする
lissandra|リサンドラ|naafiri|ナフィーリ|Naafiri|得意|Wのルートでナフィーリのダッシュを止め、ウルトの自己無敵でバーストを凌げる。Eで距離を取りつつQポークでHPを削り、ジャングラーと連携してキルする
lissandra|リサンドラ|talon|タロン|Talon|得意|Wで壁越えダッシュを止められ、序盤のQポークでタロンのロームを抑制できる。ウルトの無敵でタロンのバーストを無効化し、逆にキルを狙える
lissandra|リサンドラ|veigar|ベイガー|Veigar|得意|ベイガーのスケーリングを許さずE→W→Qのバーストで序盤からキルプレッシャーをかけられる。ベイガーのケージをウルト無敵で無視して飛び込める
lissandra|リサンドラ|cassiopeia|カシオペア|Cassiopeia|苦手|持続ダメージでリサンドラのバーストを上回り、Wの毒でEの接近後も継続的に削られる。短いトレード後はすぐ離脱し、ウルト（自分使用）で時間を稼ぐ
lissandra|リサンドラ|xerath|ゼラス|Xerath|苦手|射程差が大きく、Qのポークでは届かない距離から一方的に削られる。E→Wで接近してバーストを狙うか、ロームで他レーンに貢献する
lissandra|リサンドラ|swain|スウェイン|Swain|苦手|ドレイン系の回復でバーストが通らず、ウルトの持続回復で長期戦に持ち込まれる。E→Wでのショートトレードを繰り返し、長い戦闘は避ける
malzahar|マルザハール|zoe|ゾーイ|Zoe|得意|ゾーイのスリープバブルをパッシブシールドで無効化でき、Eプッシュでゾーイのロームを抑制できる。ウルトで拘束すれば機動力を封じて味方と仕留められる
malzahar|マルザハール|talon|タロン|Talon|得意|パッシブシールドでタロンの序盤バーストを1発凌ぎ、Eでウェーブを押し続けてタロンのロームを防ぐ。Lv6以降はウルトで逃げるタロンを拘束してキル
malzahar|マルザハール|leblanc|ルブラン|LeBlanc|苦手|WのブリンクでEのマレフィックビジョンから逃げられ、バーストでパッシブを剥がされて瞬殺される。ウェーブを押してローム対応し、1対1は避ける
malzahar|マルザハール|aurelion-sol|オレリオン・ソル|Aurelion Sol|苦手|長射程のウェーブクリアでプッシュ負けし、スケーリングも上回られる。ウルトで拘束してジャングラーに倒してもらう動きが必須
malzahar|マルザハール|xerath|ゼラス|Xerath|苦手|射程外からポークされ、パッシブシールドも遠距離スキル1発で簡単に剥がされる。Eでプッシュしてロームに向かい、直接の殴り合いを避ける
mel|メル|swain|スウェイン|Swain|得意|Qルートでスウェインのドレインを発動前に止められ、Wの無敵でEの引き寄せを無効化できる。短いバーストトレードを繰り返してスウェインの回復を許さない
mel|メル|vex|ヴェックス|Vex|得意|ヴェックスの恐怖パッシブはメルのブリンクに反応するが、メルはブリンクに頼らずQルートからの遠距離コンボで戦える。射程差でポーク勝ちしやすい
mel|メル|azir|アジール|Azir|得意|序盤の火力が低いアジールに対し、Qルート→Eのバーストで一方的にHPを削れる。Wの無敵でアジールの兵士AAを無駄にさせる
mel|メル|kassadin|カサディン|Kassadin|苦手|MRパッシブでバーストが通りにくく、Lv6以降のブリンクで距離を詰められる。Lv6前にキル差をつけ、カサディンのスケーリングを遅延させる
mel|メル|xerath|ゼラス|Xerath|苦手|射程でメルを上回り、Qルートの範囲外からポークされ続ける。Eでウェーブを処理しつつロームに向かい、正面での撃ち合いを避ける
mel|メル|annie|アニー|Annie|苦手|フラッシュ＋ティバーズでWの無敵が間に合わず瞬殺される。アニーのスタンゲージ4を常に確認し、フラッシュ圏内に入らない
mel|メル|brand|ブランド|Brand|苦手|持続ダメージで圧倒スタックが逆に自分に不利に働き、パッシブの爆発で集団戦が崩壊する。Qルートからの短いトレードに徹し、長い交戦を避ける
naafiri|ナフィーリ|velkoz|ヴェル＝コズ|Vel'Koz|得意|機動力がなく、Wで一気に距離を詰められる。スキルショットを避けながらWで飛びつき、パックメイトと共にバーストで瞬殺する
naafiri|ナフィーリ|aurelion-sol|オレリオン・ソル|Aurelion Sol|得意|スタック溜めの時間を与えずWオールインで潰せる。Lv3からWで飛び込んでコンボを叩き込み、ローム合戦でも機動力で上回る
naafiri|ナフィーリ|cassiopeia|カシオペア|Cassiopeia|得意|Wで懐に入ればウルトの石化を背を向けて回避しやすく、近接バーストで圧倒できる。Lv6以降はR→Wでバースト力が跳ね上がり、一瞬で仕留められる
naafiri|ナフィーリ|lux|ラックス|Lux|得意|Qの射程外からポークされるがWで一気に接近すればバインドを避けつつオールイン可能。Lv6以降はRで強化してWで飛び込み、シールドごと削り切る
naafiri|ナフィーリ|irelia|イレリア|Irelia|苦手|パックメイトをQリセットで瞬殺され、タイマン性能でも大きく負ける。序盤はQポークで削り、Wで飛び込むタイミングを慎重に見極める
naafiri|ナフィーリ|sion|サイオン|Sion|苦手|高HPとシールドでバーストを耐えられ、CCでオールインを返される。ローミングでサイドレーンを育て、サイオンを無視して他レーンを潰す
naafiri|ナフィーリ|talon|タロン|Talon|苦手|同じADアサシンだがバースト速度で上回られ、ロームレースでも互角以上。序盤のQポークで体力差をつけ、Lv6以降は先にウルトを使わせてから仕掛ける
naafiri|ナフィーリ|swain|スウェイン|Swain|苦手|パックメイトをAoEで処理され、ウルトのサステインでバーストを耐えきられる。短いトレードでHP管理し、サイドレーンへのロームで差をつける
neeko|ニーコ|aurelion-sol|オレリオン・ソル|Aurelion Sol|得意|スタック溜め中のソルにEルート→Qで大ダメージを与えられ、ウルトの接近戦で圧倒できる。ソルがWでウェーブクリアしている隙にEで拘束し、バーストコンボで仕留める
neeko|ニーコ|vladimir|ブラッドミア|Vladimir|得意|Eルートでプールを使わせた後にウルトで確殺でき、プールCD中は逃げ場がない。Lv6以降はEルート→ウルト→Qのコンボでプールを使わせずにキルを狙う
neeko|ニーコ|azir|アジール|Azir|得意|兵士のポークに対してEルートで本体を直接拘束でき、ウルトの突入で押し出しも気にならない。アジールのWQハラス後にEで捕まえ、距離を詰めてフルコンボを叩き込む
neeko|ニーコ|anivia|アニビア|Anivia|得意|卵パッシブをチーム全体で処理でき、機動力が低いためEルートが非常に当てやすい。アニビアの壁設置後にウルトで飛び込み、卵状態までバーストで追い詰める
